xx,xx,Isi_Tweet,xx,xx,xx xx,Source,Topic,Sentimen,xx
,,membanding-bandingkan,,,,dictionary,vocabulary,-1,
,,membangkang,,,,dictionary,vocabulary,-1,
,,membangkrutkan,,,,dictionary,vocabulary,-1,
,,membanjiri,,,,dictionary,vocabulary,-1,
,,membantah,,,,dictionary,vocabulary,-1,
,,membatalkan,,,,dictionary,vocabulary,-1,
,,membatasi,,,,dictionary,vocabulary,-1,
,,membebankan,,,,dictionary,vocabulary,-1,
,,membeberkan,,,,dictionary,vocabulary,-1,
,,membekas,,,,dictionary,vocabulary,-1,
,,membelenggu,,,,dictionary,vocabulary,-1,
,,membelit,,,,dictionary,vocabulary,-1,
,,membentur,,,,dictionary,vocabulary,-1,
,,memberatkan,,,,dictionary,vocabulary,-1,
,,memberhentikan,,,,dictionary,vocabulary,-1,
,,memberondong,,,,dictionary,vocabulary,-1,
,,membiaskan,,,,dictionary,vocabulary,-1,
,,memblokir,,,,dictionary,vocabulary,-1,
,,membocorkan,,,,dictionary,vocabulary,-1,
,,membodohi,,,,dictionary,vocabulary,-1,
,,membohongi,,,,dictionary,vocabulary,-1,
,,membolos,,,,dictionary,vocabulary,-1,
,,membom,,,,dictionary,vocabulary,-1,
,,membombardir,,,,dictionary,vocabulary,-1,
,,membosankan,,,,dictionary,vocabulary,-1,
,,membual,,,,dictionary,vocabulary,-1,
,,membuang,,,,dictionary,vocabulary,-1,
,,membuang-buang waktu,,,,dictionary,vocabulary,-1,
,,membuat-buat,,,,dictionary,vocabulary,-1,
,,membungkam,,,,dictionary,vocabulary,-1,
,,membunuh,,,,dictionary,vocabulary,-1,
,,memburuk,,,,dictionary,vocabulary,-1,
,,membusuk,,,,dictionary,vocabulary,-1,
,,membutakan,,,,dictionary,vocabulary,-1,
,,membuyarkan,,,,dictionary,vocabulary,-1,
,,memecah belah,,,,dictionary,vocabulary,-1,
,,memecah-belah,,,,dictionary,vocabulary,-1,
,,memecahbelahkan,,,,dictionary,vocabulary,-1,
,,memecat,,,,dictionary,vocabulary,-1,
,,memekakkan,,,,dictionary,vocabulary,-1,
,,memelas,,,,dictionary,vocabulary,-1,
,,memeloroti,,,,dictionary,vocabulary,-1,
,,memfitnah,,,,dictionary,vocabulary,-1,
,,memforsir,,,,dictionary,vocabulary,-1,
,,memidanakan,,,,dictionary,vocabulary,-1,
,,memilukan,,,,dictionary,vocabulary,-1,
,,meminta-minta,,,,dictionary,vocabulary,-1,
,,memiskinkan,,,,dictionary,vocabulary,-1,
,,memojokkan,,,,dictionary,vocabulary,-1,
,,memonopoli,,,,dictionary,vocabulary,-1,
,,memorak-porandakan,,,,dictionary,vocabulary,-1,
,,memoroti,,,,dictionary,vocabulary,-1,
,,memperbodoh,,,,dictionary,vocabulary,-1,
,,memperbudak,,,,dictionary,vocabulary,-1,
,,memperburuk,,,,dictionary,vocabulary,-1,
,,memperbuyar,,,,dictionary,vocabulary,-1,
,,memperdaya,,,,dictionary,vocabulary,-1,
,,mempergunjingkan,,,,dictionary,vocabulary,-1,
,,memperkosa,,,,dictionary,vocabulary,-1,
,,memperlama,,,,dictionary,vocabulary,-1,
,,memperlamban,,,,dictionary,vocabulary,-1,
,,memperlambat,,,,dictionary,vocabulary,-1,
,,memperlemah,,,,dictionary,vocabulary,-1,
,,mempermasalahkan,,,,dictionary,vocabulary,-1,
,,memperolok-olok,,,,dictionary,vocabulary,-1,
,,memperolok-olokkan,,,,dictionary,vocabulary,-1,
,,memperparah,,,,dictionary,vocabulary,-1,
,,mempersadis,,,,dictionary,vocabulary,-1,
,,mempersakit,,,,dictionary,vocabulary,-1,
,,mempersalahkan,,,,dictionary,vocabulary,-1,
,,mempersoalkan,,,,dictionary,vocabulary,-1,
,,mempersukar,,,,dictionary,vocabulary,-1,
,,mempersulit,,,,dictionary,vocabulary,-1,
",,""mempersura,"",,,,dictionary,vocabulary,-1,"
,,mempersuram,,,,dictionary,vocabulary,-1,
,,mempersusah,,,,dictionary,vocabulary,-1,
,,mempertakut,,,,dictionary,vocabulary,-1,
,,mempertaruhkan,,,,dictionary,vocabulary,-1,
,,mempertengkarkan,,,,dictionary,vocabulary,-1,
,,memperumit,,,,dictionary,vocabulary,-1,
,,memperusuh,,,,dictionary,vocabulary,-1,
,,mempreteli,,,,dictionary,vocabulary,-1,
,,memprihatinkan,,,,dictionary,vocabulary,-1,
,,mempropaganda,,,,dictionary,vocabulary,-1,
,,mempropagandakan,,,,dictionary,vocabulary,-1,
,,memprotes,,,,dictionary,vocabulary,-1,
,,memprovokasi,,,,dictionary,vocabulary,-1,
,,memukul,,,,dictionary,vocabulary,-1,
,,memukuli,,,,dictionary,vocabulary,-1,
,,memulangkan,,,,dictionary,vocabulary,-1,
,,memundurkan,,,,dictionary,vocabulary,-1,
,,memunggungkan,,,,dictionary,vocabulary,-1,
,,memungkari,,,,dictionary,vocabulary,-1,
,,memungkiri,,,,dictionary,vocabulary,-1,
,,memuntahkan,,,,dictionary,vocabulary,-1,
,,memupuskan,,,,dictionary,vocabulary,-1,
,,memuram,,,,dictionary,vocabulary,-1,
,,memurkai,,,,dictionary,vocabulary,-1,
,,memurtadkan,,,,dictionary,vocabulary,-1,
,,memusingkan,,,,dictionary,vocabulary,-1,
,,memusnahkan,,,,dictionary,vocabulary,-1,
,,memusuhi,,,,dictionary,vocabulary,-1,
,,memutarbalikkan,,,,dictionary,vocabulary,-1,
,,menabrak,,,,dictionary,vocabulary,-1,
,,menafikan,,,,dictionary,vocabulary,-1,
,,menagih,,,,dictionary,vocabulary,-1,
,,menakut-nakuti,,,,dictionary,vocabulary,-1,
,,menakuti,,,,dictionary,vocabulary,-1,
,,menalak,,,,dictionary,vocabulary,-1,
,,menampar,,,,dictionary,vocabulary,-1,
,,menangis,,,,dictionary,vocabulary,-1,
,,menangisi,,,,dictionary,vocabulary,-1,
,,menarikturunkan,,,,dictionary,vocabulary,-1,
,,mencabik-cabik,,,,dictionary,vocabulary,-1,
,,mencabuli,,,,dictionary,vocabulary,-1,
,,mencaci,,,,dictionary,vocabulary,-1,
,,mencaci maki,,,,dictionary,vocabulary,-1,
,,mencak,,,,dictionary,vocabulary,-1,
,,mencak-mencak,,,,dictionary,vocabulary,-1,
,,mencalimi,,,,dictionary,vocabulary,-1,
,,mencampakkan,,,,dictionary,vocabulary,-1,
,,mencampur aduk,,,,dictionary,vocabulary,-1,
,,mencampuradukkan,,,,dictionary,vocabulary,-1,
,,mencancu,,,,dictionary,vocabulary,-1,
,,mencaplok,,,,dictionary,vocabulary,-1,
,,mencari kesalahan,,,,dictionary,vocabulary,-1,
,,mencari muka,,,,dictionary,vocabulary,-1,
,,mencari-cari kesalahan,,,,dictionary,vocabulary,-1,
,,mencatut,,,,dictionary,vocabulary,-1,
,,mencecar,,,,dictionary,vocabulary,-1,
,,mencederai,,,,dictionary,vocabulary,-1,
,,mencekam,,,,dictionary,vocabulary,-1,
,,mencekcoki,,,,dictionary,vocabulary,-1,
,,mencekik,,,,dictionary,vocabulary,-1,
,,mencela,,,,dictionary,vocabulary,-1,
,,mencelakai,,,,dictionary,vocabulary,-1,
,,mencelakakan,,,,dictionary,vocabulary,-1,
,,mencemari,,,,dictionary,vocabulary,-1,
,,mencemaskan,,,,dictionary,vocabulary,-1,
,,mencemburui,,,,dictionary,vocabulary,-1,
,,mencerca,,,,dictionary,vocabulary,-1,
,,mencibir,,,,dictionary,vocabulary,-1,
,,mencolong,,,,dictionary,vocabulary,-1,
,,mencontek,,,,dictionary,vocabulary,-1,
,,mencopet,,,,dictionary,vocabulary,-1,
,,mencopot,,,,dictionary,vocabulary,-1,
,,mencoreng,,,,dictionary,vocabulary,-1,
,,mencret,,,,dictionary,vocabulary,-1,
,,mencuci otak,,,,dictionary,vocabulary,-1,
,,mencuci uang,,,,dictionary,vocabulary,-1,
,,menculik,,,,dictionary,vocabulary,-1,
,,mencurangi,,,,dictionary,vocabulary,-1,
,,mencuri,,,,dictionary,vocabulary,-1,
,,mencurigai,,,,dictionary,vocabulary,-1,
,,mencurigakan,,,,dictionary,vocabulary,-1,
,,mendadak,,,,dictionary,vocabulary,-1,
,,mendaifkan,,,,dictionary,vocabulary,-1,
,,mendalangi,,,,dictionary,vocabulary,-1,
,,mendamprat,,,,dictionary,vocabulary,-1,
,,mendekam,,,,dictionary,vocabulary,-1,
,,mendendam,,,,dictionary,vocabulary,-1,
,,mendengki,,,,dictionary,vocabulary,-1,
,,mendepak,,,,dictionary,vocabulary,-1,
,,mendeportasi,,,,dictionary,vocabulary,-1,
,,menderita,,,,dictionary,vocabulary,-1,
,,mendesak,,,,dictionary,vocabulary,-1,
,,mendhalimi,,,,dictionary,vocabulary,-1,
,,mendholimi,,,,dictionary,vocabulary,-1,
,,mendiskreditkan,,,,dictionary,vocabulary,-1,
,,mendiskriminasi,,,,dictionary,vocabulary,-1,
,,mendiskriminasikan,,,,dictionary,vocabulary,-1,
,,mendiskualifikasi,,,,dictionary,vocabulary,-1,
,,mendiskualifikasikan,,,,dictionary,vocabulary,-1,
,,mendobrak,,,,dictionary,vocabulary,-1,
,,mendompleng,,,,dictionary,vocabulary,-1,
,,mendongkol,,,,dictionary,vocabulary,-1,
,,mendongkolkan,,,,dictionary,vocabulary,-1,
,,mendua,,,,dictionary,vocabulary,-1,
,,menduakan,,,,dictionary,vocabulary,-1,
,,menduga-duga,,,,dictionary,vocabulary,-1,
,,mendukuni,,,,dictionary,vocabulary,-1,
,,mendurhakai,,,,dictionary,vocabulary,-1,
,,mendustai,,,,dictionary,vocabulary,-1,
,,mendustakan,,,,dictionary,vocabulary,-1,
,,mendzalimi,,,,dictionary,vocabulary,-1,
,,menegatifkan,,,,dictionary,vocabulary,-1,
,,menelanjangi,,,,dictionary,vocabulary,-1,
,,menelantarkan,,,,dictionary,vocabulary,-1,
,,menembak,,,,dictionary,vocabulary,-1,
,,menembaki,,,,dictionary,vocabulary,-1,
,,menempeleng,,,,dictionary,vocabulary,-1,
,,menentang,,,,dictionary,vocabulary,-1,
,,meneror,,,,dictionary,vocabulary,-1,
,,menertawai,,,,dictionary,vocabulary,-1,
,,menertawakan,,,,dictionary,vocabulary,-1,
,,menewaskan,,,,dictionary,vocabulary,-1,
,,mengabaikan,,,,dictionary,vocabulary,-1,
,,mengaburkan,,,,dictionary,vocabulary,-1,
,,mengacak-acak,,,,dictionary,vocabulary,-1,
,,mengacau,,,,dictionary,vocabulary,-1,
,,mengacaubalaukan,,,,dictionary,vocabulary,-1,
,,mengacaukan,,,,dictionary,vocabulary,-1,
,,mengadili,,,,dictionary,vocabulary,-1,
,,mengadu domba,,,,dictionary,vocabulary,-1,
,,mengafirkan,,,,dictionary,vocabulary,-1,
,,mengais,,,,dictionary,vocabulary,-1,
,,mengakhiri,,,,dictionary,vocabulary,-1,
,,mengambinghitamkan,,,,dictionary,vocabulary,-1,
,,mengancam,,,,dictionary,vocabulary,-1,
,,menganggur,,,,dictionary,vocabulary,-1,
,,mengarut,,,,dictionary,vocabulary,-1,
,,mengasari,,,,dictionary,vocabulary,-1,
,,mengata-ngatai,,,,dictionary,vocabulary,-1,
,,mengatai,,,,dictionary,vocabulary,-1,
,,mengebiri,,,,dictionary,vocabulary,-1,
,,mengecam,,,,dictionary,vocabulary,-1,
,,mengecewakan,,,,dictionary,vocabulary,-1,
,,mengecilkan hati,,,,dictionary,vocabulary,-1,
,,mengecoh,,,,dictionary,vocabulary,-1,
,,mengekakng,,,,dictionary,vocabulary,-1,
,,mengekang,,,,dictionary,vocabulary,-1,
,,mengeksploitasi,,,,dictionary,vocabulary,-1,
,,mengekspos,,,,dictionary,vocabulary,-1,
,,mengelabui,,,,dictionary,vocabulary,-1,
,,mengelak,,,,dictionary,vocabulary,-1,
,,mengelakkan,,,,dictionary,vocabulary,-1,
,,mengeluh,,,,dictionary,vocabulary,-1,
,,mengeluhkan,,,,dictionary,vocabulary,-1,
,,mengemis,,,,dictionary,vocabulary,-1,
,,mengemplang,,,,dictionary,vocabulary,-1,
,,mengenaskan,,,,dictionary,vocabulary,-1,
,,mengentengkan,,,,dictionary,vocabulary,-1,
,,mengerang,,,,dictionary,vocabulary,-1,
,,mengerangkeng,,,,dictionary,vocabulary,-1,
,,mengerdilkan,,,,dictionary,vocabulary,-1,
,,mengerecoki,,,,dictionary,vocabulary,-1,
,,mengerikan,,,,dictionary,vocabulary,-1,
,,mengeritik,,,,dictionary,vocabulary,-1,
,,mengernyit,,,,dictionary,vocabulary,-1,
,,mengernyitkan,,,,dictionary,vocabulary,-1,
,,mengeroyok,,,,dictionary,vocabulary,-1,
,,mengeruhkan,,,,dictionary,vocabulary,-1,
,,mengesalkan,,,,dictionary,vocabulary,-1,
,,mengesampingkan,,,,dictionary,vocabulary,-1,
,,mengeyel,,,,dictionary,vocabulary,-1,
,,menggampangkan,,,,dictionary,vocabulary,-1,
,,mengganas,,,,dictionary,vocabulary,-1,
,,menggandakan uang,,,,dictionary,vocabulary,-1,
,,mengganggu,,,,dictionary,vocabulary,-1,
,,mengganggu gugat,,,,dictionary,vocabulary,-1,
,,mengganjal,,,,dictionary,vocabulary,-1,
,,menggasab,,,,dictionary,vocabulary,-1,
,,menggasak,,,,dictionary,vocabulary,-1,
,,menggauli,,,,dictionary,vocabulary,-1,
,,menggawat,,,,dictionary,vocabulary,-1,
,,menggebuki,,,,dictionary,vocabulary,-1,
,,menggedor,,,,dictionary,vocabulary,-1,
,,menggegerkan,,,,dictionary,vocabulary,-1,
,,menggelandang,,,,dictionary,vocabulary,-1,
,,menggelapkan,,,,dictionary,vocabulary,-1,
,,menggelepar,,,,dictionary,vocabulary,-1,
,,menggelisahkan,,,,dictionary,vocabulary,-1,
,,menggembar-gemborkan,,,,dictionary,vocabulary,-1,
,,menggentayangi,,,,dictionary,vocabulary,-1,
,,menggerayangi,,,,dictionary,vocabulary,-1,
,,menggerebek,,,,dictionary,vocabulary,-1,
,,menggerepe,,,,dictionary,vocabulary,-1,
,,menggerogoti,,,,dictionary,vocabulary,-1,
,,menggertak,,,,dictionary,vocabulary,-1,
,,menggerutu,,,,dictionary,vocabulary,-1,
,,menggila,,,,dictionary,vocabulary,-1,
,,menggondol,,,,dictionary,vocabulary,-1,
,,menggorok,,,,dictionary,vocabulary,-1,
,,menggosipkanmenggrecoki,,,,dictionary,vocabulary,-1,
,,menggugat,,,,dictionary,vocabulary,-1,
,,menggulingkan,,,,dictionary,vocabulary,-1,
,,mengguna-guna,,,,dictionary,vocabulary,-1,
,,mengguna-gunai,,,,dictionary,vocabulary,-1,
,,menggunduli,,,,dictionary,vocabulary,-1,
,,menggunjing,,,,dictionary,vocabulary,-1,
,,menggunjingkan,,,,dictionary,vocabulary,-1,
,,menggusur,,,,dictionary,vocabulary,-1,
,,menghabisi,,,,dictionary,vocabulary,-1,
,,menghajar,,,,dictionary,vocabulary,-1,
,,menghakimi,,,,dictionary,vocabulary,-1,
,,menghalang-halangi,,,,dictionary,vocabulary,-1,
,,menghalangi,,,,dictionary,vocabulary,-1,
,,menghambat,,,,dictionary,vocabulary,-1,
,,menghambur-hamburkan,,,,dictionary,vocabulary,-1,
,,menghamburkan,,,,dictionary,vocabulary,-1,
,,menghancurkan,,,,dictionary,vocabulary,-1,
,,menghancurleburkan,,,,dictionary,vocabulary,-1,
,,menghanguskan,,,,dictionary,vocabulary,-1,
,,menghantui,,,,dictionary,vocabulary,-1,
,,menghardik,,,,dictionary,vocabulary,-1,
,,menghasut,,,,dictionary,vocabulary,-1,
,,mengherankan,,,,dictionary,vocabulary,-1,
,,menghilang,,,,dictionary,vocabulary,-1,
,,menghilangkan,,,,dictionary,vocabulary,-1,
,,menghina,,,,dictionary,vocabulary,-1,
,,menghujat,,,,dictionary,vocabulary,-1,
,,mengibuli,,,,dictionary,vocabulary,-1,
,,mengidap,,,,dictionary,vocabulary,-1,
,,mengimitasi,,,,dictionary,vocabulary,-1,
,,menginfeksi,,,,dictionary,vocabulary,-1,
,,mengingkari,,,,dictionary,vocabulary,-1,
,,menginjak,,,,dictionary,vocabulary,-1,
,,menginjak-injak,,,,dictionary,vocabulary,-1,
,,mengintil,,,,dictionary,vocabulary,-1,
,,mengintimidasi,,,,dictionary,vocabulary,-1,
,,mengisolasi,,,,dictionary,vocabulary,-1,
,,mengisolasikan,,,,dictionary,vocabulary,-1,
,,mengkhawatirkan,,,,dictionary,vocabulary,-1,
,,mengkhianati,,,,dictionary,vocabulary,-1,
,,mengkritik,,,,dictionary,vocabulary,-1,
,,mengkudeta,,,,dictionary,vocabulary,-1,
,,mengobrak-abrik,,,,dictionary,vocabulary,-1,
,,mengoceh,,,,dictionary,vocabulary,-1,
,,mengolok-olok,,,,dictionary,vocabulary,-1,
,,mengombang ambing,,,,dictionary,vocabulary,-1,
,,mengombangambingkan,,,,dictionary,vocabulary,-1,
,,mengomel,,,,dictionary,vocabulary,-1,
,,mengomeli,,,,dictionary,vocabulary,-1,
,,mengompori,,,,dictionary,vocabulary,-1,
,,mengontaminasi,,,,dictionary,vocabulary,-1,
,,mengoplos,,,,dictionary,vocabulary,-1,
,,mengorbankan,,,,dictionary,vocabulary,-1,
,,mengorup,,,,dictionary,vocabulary,-1,
,,mengorupsi,,,,dictionary,vocabulary,-1,
,,mengotori,,,,dictionary,vocabulary,-1,
,,mengoyak,,,,dictionary,vocabulary,-1,
,,mengoyak-oyak,,,,dictionary,vocabulary,-1,
,,mengoyak-oyakkan,,,,dictionary,vocabulary,-1,
,,mengucilkan,,,,dictionary,vocabulary,-1,
,,mengudeka,,,,dictionary,vocabulary,-1,
,,mengudeta,,,,dictionary,vocabulary,-1,
,,mengufurkan,,,,dictionary,vocabulary,-1,
,,mengulur,,,,dictionary,vocabulary,-1,
,,mengulur-ulur,,,,dictionary,vocabulary,-1,
,,mengumbar,,,,dictionary,vocabulary,-1,
,,mengumpat,,,,dictionary,vocabulary,-1,
,,mengungkung,,,,dictionary,vocabulary,-1,
,,menguntit,,,,dictionary,vocabulary,-1,
,,mengurungkan,,,,dictionary,vocabulary,-1,
,,mengusik,,,,dictionary,vocabulary,-1,
,,mengusir,,,,dictionary,vocabulary,-1,
,,mengutuk,,,,dictionary,vocabulary,-1,
,,mengutuki,,,,dictionary,vocabulary,-1,
,,meniduri,,,,dictionary,vocabulary,-1,
,,menihilkan,,,,dictionary,vocabulary,-1,
,,menikam,,,,dictionary,vocabulary,-1,
,,menilap,,,,dictionary,vocabulary,-1,
,,menilep,,,,dictionary,vocabulary,-1,
,,menimpa,,,,dictionary,vocabulary,-1,
,,menindas,,,,dictionary,vocabulary,-1,
,,meninggal,,,,dictionary,vocabulary,-1,
,,menipu,,,,dictionary,vocabulary,-1,
,,meniru,,,,dictionary,vocabulary,-1,
,,meniru-niru,,,,dictionary,vocabulary,-1,
,,menistakan,,,,dictionary,vocabulary,-1,
,,menjahati,,,,dictionary,vocabulary,-1,
,,menjaili,,,,dictionary,vocabulary,-1,
,,menjajah,,,,dictionary,vocabulary,-1,
,,menjalang,,,,dictionary,vocabulary,-1,
,,menjamah,,,,dictionary,vocabulary,-1,
,,menjambak,,,,dictionary,vocabulary,-1,
,,menjambret,,,,dictionary,vocabulary,-1,
,,menjangkit,,,,dictionary,vocabulary,-1,
,,menjangkiti,,,,dictionary,vocabulary,-1,
,,menjarah,,,,dictionary,vocabulary,-1,
,,menjebak,,,,dictionary,vocabulary,-1,
,,menjegal,,,,dictionary,vocabulary,-1,
,,menjelek-jelekkan,,,,dictionary,vocabulary,-1,
,,menjelekkan,,,,dictionary,vocabulary,-1,
,,menjemukan,,,,dictionary,vocabulary,-1,
,,menjengkelkan,,,,dictionary,vocabulary,-1,
,,menjenuhkan,,,,dictionary,vocabulary,-1,
,,menjerat,,,,dictionary,vocabulary,-1,
,,menjerit,,,,dictionary,vocabulary,-1,
,,menjiplak,,,,dictionary,vocabulary,-1,
,,menjungkirbalikkan,,,,dictionary,vocabulary,-1,
,,menodai,,,,dictionary,vocabulary,-1,
,,menodong,,,,dictionary,vocabulary,-1,
,,menodongkan,,,,dictionary,vocabulary,-1,
,,menohok,,,,dictionary,vocabulary,-1,
,,menolak,,,,dictionary,vocabulary,-1,
,,menonjok,,,,dictionary,vocabulary,-1,
,,menoyor,,,,dictionary,vocabulary,-1,
,,menskors,,,,dictionary,vocabulary,-1,
,,mensomasi,,,,dictionary,vocabulary,-1,
,,mensomasikan,,,,dictionary,vocabulary,-1,
,,mentok,,,,dictionary,vocabulary,-1,
,,menubruk,,,,dictionary,vocabulary,-1,
,,menuding,,,,dictionary,vocabulary,-1,
,,menuduh,,,,dictionary,vocabulary,-1,
,,menuduhkan,,,,dictionary,vocabulary,-1,
,,menular,,,,dictionary,vocabulary,-1,
,,menulari,,,,dictionary,vocabulary,-1,
,,menularkan,,,,dictionary,vocabulary,-1,
,,menumbalkan,,,,dictionary,vocabulary,-1,
,,menumpulkan,,,,dictionary,vocabulary,-1,
,,menunda,,,,dictionary,vocabulary,-1,
,,menunda-nunda,,,,dictionary,vocabulary,-1,
,,menunggak,,,,dictionary,vocabulary,-1,
,,menuntut,,,,dictionary,vocabulary,-1,
,,menurun,,,,dictionary,vocabulary,-1,
,,menusuk,,,,dictionary,vocabulary,-1,
,,menusuk-nusuk,,,,dictionary,vocabulary,-1,
,,menusukkan,,,,dictionary,vocabulary,-1,
,,menutup-nutupi,,,,dictionary,vocabulary,-1,
,,menutupi,,,,dictionary,vocabulary,-1,
,,menyabotase,,,,dictionary,vocabulary,-1,
,,menyabung,,,,dictionary,vocabulary,-1,
,,menyadap,,,,dictionary,vocabulary,-1,
,,menyakiti,,,,dictionary,vocabulary,-1,
,,menyakitkan,,,,dictionary,vocabulary,-1,
,,menyalahartikan,,,,dictionary,vocabulary,-1,
,,menyalahgunakan,,,,dictionary,vocabulary,-1,
,,menyalahi,,,,dictionary,vocabulary,-1,
,,menyalahkan,,,,dictionary,vocabulary,-1,
,,menyamarkan,,,,dictionary,vocabulary,-1,
,,menyampah,,,,dictionary,vocabulary,-1,
,,menyandera,,,,dictionary,vocabulary,-1,
,,menyanggah,,,,dictionary,vocabulary,-1,
,,menyangka,,,,dictionary,vocabulary,-1,
,,menyangkal,,,,dictionary,vocabulary,-1,
,,menyangkut,,,,dictionary,vocabulary,-1,
,,menyangkutpautkan,,,,dictionary,vocabulary,-1,
,,menyangsikan,,,,dictionary,vocabulary,-1,
,,menyantet,,,,dictionary,vocabulary,-1,
,,menyatroni,,,,dictionary,vocabulary,-1,
,,menyayangkan,,,,dictionary,vocabulary,-1,
,,menyayat,,,,dictionary,vocabulary,-1,
,,menyayat-nyayat,,,,dictionary,vocabulary,-1,
,,menyelahgunakan,,,,dictionary,vocabulary,-1,
,,menyesalkan,,,,dictionary,vocabulary,-1,
,,menyia-nyiakan,,,,dictionary,vocabulary,-1,
,,menyiksa,,,,dictionary,vocabulary,-1,
,,menyikut,,,,dictionary,vocabulary,-1,
,,menyilet,,,,dictionary,vocabulary,-1,
,,menyimpang,,,,dictionary,vocabulary,-1,
,,menyindir,,,,dictionary,vocabulary,-1,
,,menyinggung,,,,dictionary,vocabulary,-1,
,,menyobek,,,,dictionary,vocabulary,-1,
,,menyobek-nyobek,,,,dictionary,vocabulary,-1,
,,menyodomi,,,,dictionary,vocabulary,-1,
,,menyogok,,,,dictionary,vocabulary,-1,
,,menyomasi,,,,dictionary,vocabulary,-1,
,,menyombong,,,,dictionary,vocabulary,-1,
,,menyombongkan,,,,dictionary,vocabulary,-1,
,,menyontek,,,,dictionary,vocabulary,-1,
,,menyuap,,,,dictionary,vocabulary,-1,
,,menyudutkan,,,,dictionary,vocabulary,-1,
,,menyulitkan,,,,dictionary,vocabulary,-1,
,,menyulut,,,,dictionary,vocabulary,-1,
,,menyumpahi,,,,dictionary,vocabulary,-1,
,,menyumpel,,,,dictionary,vocabulary,-1,
,,menyundut,,,,dictionary,vocabulary,-1,
,,menyuruh-nyuruh,,,,dictionary,vocabulary,-1,
,,menyusahi,,,,dictionary,vocabulary,-1,
,,menyusahkan,,,,dictionary,vocabulary,-1,
,,menyusupkan,,,,dictionary,vocabulary,-1,
,,menzinahi,,,,dictionary,vocabulary,-1,
,,menzinai,,,,dictionary,vocabulary,-1,
,,meracau,,,,dictionary,vocabulary,-1,
,,meracuni,,,,dictionary,vocabulary,-1,
,,meradang,,,,dictionary,vocabulary,-1,
,,meragu,,,,dictionary,vocabulary,-1,
,,meragukan,,,,dictionary,vocabulary,-1,
,,merajalela,,,,dictionary,vocabulary,-1,
,,merajam,,,,dictionary,vocabulary,-1,
,,merajuk,,,,dictionary,vocabulary,-1,
,,merampas,,,,dictionary,vocabulary,-1,
,,merampok,,,,dictionary,vocabulary,-1,
,,merancukan,,,,dictionary,vocabulary,-1,
,,merapuhkan,,,,dictionary,vocabulary,-1,
,,meratap,,,,dictionary,vocabulary,-1,
,,meratapi,,,,dictionary,vocabulary,-1,
,,merecoki,,,,dictionary,vocabulary,-1,
,,merekayasa,,,,dictionary,vocabulary,-1,
,,meremehkan,,,,dictionary,vocabulary,-1,
,,merendahkan,,,,dictionary,vocabulary,-1,
,,merengek,,,,dictionary,vocabulary,-1,
,,merengek-rengek,,,,dictionary,vocabulary,-1,
,,merenggut,,,,dictionary,vocabulary,-1,
,,merepotkan,,,,dictionary,vocabulary,-1,
,,meresahkan,,,,dictionary,vocabulary,-1,
,,meribut,,,,dictionary,vocabulary,-1,
,,meributkan,,,,dictionary,vocabulary,-1,
,,mericuhkan,,,,dictionary,vocabulary,-1,
,,meringis,,,,dictionary,vocabulary,-1,
,,meringkuk,,,,dictionary,vocabulary,-1,
,,meringkus,,,,dictionary,vocabulary,-1,
,,merintih,,,,dictionary,vocabulary,-1,
,,merisau,,,,dictionary,vocabulary,-1,
,,merisaukan,,,,dictionary,vocabulary,-1,
,,merobek,,,,dictionary,vocabulary,-1,
,,merobek-robek,,,,dictionary,vocabulary,-1,
,,merobohkan,,,,dictionary,vocabulary,-1,
,,merompak,,,,dictionary,vocabulary,-1,
,,merongrong,,,,dictionary,vocabulary,-1,
,,meronta,,,,dictionary,vocabulary,-1,
,,meronta-ronta,,,,dictionary,vocabulary,-1,
,,merosot,,,,dictionary,vocabulary,-1,
,,meruetkan,,,,dictionary,vocabulary,-1,
,,merugi,,,,dictionary,vocabulary,-1,
,,merugikan,,,,dictionary,vocabulary,-1,
,,merumahkan,,,,dictionary,vocabulary,-1,
,,merumitkan,,,,dictionary,vocabulary,-1,
,,merumpi,,,,dictionary,vocabulary,-1,
,,meruncing,,,,dictionary,vocabulary,-1,
,,merundung,,,,dictionary,vocabulary,-1,
,,merunyamkan,,,,dictionary,vocabulary,-1,
,,merusak,,,,dictionary,vocabulary,-1,
,,merusakkan,,,,dictionary,vocabulary,-1,
,,merusuh,,,,dictionary,vocabulary,-1,
,,merusuhi,,,,dictionary,vocabulary,-1,
,,merusuhkan,,,,dictionary,vocabulary,-1,
,,meruwetkan,,,,dictionary,vocabulary,-1,
,,mestinya,,,,dictionary,vocabulary,-1,
,,mesum,,,,dictionary,vocabulary,-1,
,,mewabah,,,,dictionary,vocabulary,-1,
,,meyikut,,,,dictionary,vocabulary,-1,
,,minder,,,,dictionary,vocabulary,-1,
,,minggat,,,,dictionary,vocabulary,-1,
,,minim,,,,dictionary,vocabulary,-1,
,,minta-minta,,,,dictionary,vocabulary,-1,
,,minus,,,,dictionary,vocabulary,-1,
,,miring,,,,dictionary,vocabulary,-1,
,,miris,,,,dictionary,vocabulary,-1,
,,miskin,,,,dictionary,vocabulary,-1,
,,mistis,,,,dictionary,vocabulary,-1,
,,misuh,,,,dictionary,vocabulary,-1,
,,modar,,,,dictionary,vocabulary,-1,
,,mogok,,,,dictionary,vocabulary,-1,
